alert_id,entity_id,asset_id,timestamp,severity,category,source,confidence,status,description
E002-A0180,E002,E002-AS025,2026-08-20 11:23:01,CRITICAL,RANSOMWARE,EDR,0.87,CLOSED,Ransomware-like file and process activity detected
E002-A0181,E002,E002-AS013,2026-08-20 11:26:47,CRITICAL,BRUTE_FORCE,IAM,0.98,CLOSED,Repeated authentication failures exceeded baseline
E002-A0182,E002,E002-AS029,2026-08-20 17:15:00,HIGH,BRUTE_FORCE,SIEM,0.81,CLOSED,Malware indicators detected on monitored asset
E002-A0183,E002,E002-AS022,2026-08-20 12:44:43,MEDIUM,BRUTE_FORCE,SIEM,0.54,CLOSED,Repeated authentication failures exceeded baseline
E002-A0184,E002,E002-AS018,2026-08-20 13:12:50,LOW,BRUTE_FORCE,IAM,0.43,CLOSED,Repeated authentication failures exceeded baseline
E002-A0185,E002,E002-AS016,2026-08-20 13:44:10,LOW,SUSPICIOUS_LOGIN,SIEM,0.46,CLOSED,Suspicious login pattern detected
E002-A0186,E002,E002-AS004,2026-08-20 14:21:14,MEDIUM,DATA_EXFILTRATION,EDR,0.57,CLOSED,Potential outbound data exfiltration activity detected
E002-A0187,E002,E002-AS001,2026-08-20 14:33:17,LOW,SUSPICIOUS_LOGIN,IAM,0.43,CLOSED,Suspicious login pattern detected
E002-A0188,E002,E002-AS025,2026-08-20 14:39:52,MEDIUM,MALWARE,SIEM,0.63,CLOSED,Malware indicators detected on monitored asset
E002-A0189,E002,E002-AS003,2026-08-20 14:45:05,CRITICAL,DATA_EXFILTRATION,EDR,0.98,CLOSED,Potential outbound data exfiltration activity detected
E002-A0190,E002,E002-AS014,2026-08-20 15:02:07,LOW,BRUTE_FORCE,SIEM,0.69,CLOSED,Repeated authentication failures exceeded baseline
E002-A0191,E002,E002-AS016,2026-08-20 15:19:10,HIGH,RANSOMWARE,SIEM,0.91,CLOSED,Ransomware-like file and process activity detected
E002-A0192,E002,E002-AS008,2026-08-20 15:28:35,MEDIUM,SUSPICIOUS_LOGIN,IAM,0.67,CLOSED,Suspicious login pattern detected
E002-A0193,E002,E002-AS020,2026-08-20 15:48:37,LOW,SUSPICIOUS_LOGIN,SIEM,0.53,CLOSED,Suspicious login pattern detected
E002-A0194,E002,E002-AS031,2026-08-20 16:10:13,HIGH,MALWARE,EDR,0.90,CLOSED,Malware indicators detected on monitored asset
E002-A0195,E002,E002-AS020,2026-08-20 17:05:02,MEDIUM,BRUTE_FORCE,IAM,0.66,CLOSED,Repeated authentication failures exceeded baseline
E002-A0196,E002,E002-AS019,2026-08-20 17:35:02,LOW,SUSPICIOUS_LOGIN,IAM,0.46,CLOSED,Suspicious login pattern detected
E002-A0197,E002,E002-AS009,2026-08-20 17:38:32,MEDIUM,NETWORK_ANOMALY,FIREWALL,0.72,CLOSED,Abnormal network traffic pattern detected
E002-A0198,E002,E002-AS006,2026-08-20 17:42:08,HIGH,RANSOMWARE,EDR,0.90,CLOSED,Ransomware-like file and process activity detected
E002-A0199,E002,E002-AS002,2026-08-20 18:25:41,MEDIUM,NETWORK_ANOMALY,IDS,0.81,CLOSED,Abnormal network traffic pattern detected
E002-A0200,E002,E002-AS008,2026-08-20 18:58:29,MEDIUM,MALWARE,SIEM,0.81,CLOSED,Malware indicators detected on monitored asset
E002-A0201,E002,E002-AS006,2026-08-20 19:15:51,HIGH,SUSPICIOUS_LOGIN,SIEM,0.93,CLOSED,Suspicious login pattern detected
E002-A0202,E002,E002-AS018,2026-08-20 19:40:12,HIGH,NETWORK_ANOMALY,SIEM,0.71,CLOSED,Abnormal network traffic pattern detected
E002-A0203,E002,E002-AS028,2026-08-20 20:03:04,LOW,PHISHING,EMAIL_SECURITY,0.56,CLOSED,Suspicious phishing-related activity identified
E002-A0204,E002,E002-AS016,2026-08-20 15:45:00,HIGH,SUSPICIOUS_LOGIN,SIEM,0.84,CLOSED,Repeated authentication failures exceeded baseline
E002-A0205,E002,E002-AS007,2026-08-20 20:40:10,HIGH,SUSPICIOUS_LOGIN,SIEM,0.92,CLOSED,Suspicious login pattern detected
E002-A0206,E002,E002-AS004,2026-08-20 20:56:30,HIGH,MALWARE,EDR,0.70,CLOSED,Malware indicators detected on monitored asset
E002-A0207,E002,E002-AS012,2026-08-20 21:02:43,MEDIUM,PHISHING,EMAIL_SECURITY,0.63,CLOSED,Suspicious phishing-related activity identified
E002-A0208,E002,E002-AS012,2026-08-20 21:26:23,MEDIUM,SUSPICIOUS_LOGIN,SIEM,0.64,CLOSED,Suspicious login pattern detected
E002-A0209,E002,E002-AS002,2026-08-20 22:07:41,HIGH,SUSPICIOUS_LOGIN,SIEM,0.69,CLOSED,Suspicious login pattern detected
E002-A0210,E002,E002-AS020,2026-08-20 22:13:35,HIGH,NETWORK_ANOMALY,IDS,0.79,CLOSED,Abnormal network traffic pattern detected
